event_id,event_name,user_id,account_id,deal_id,event_timestamp,ingested_at,event_date,platform,device_type,app_version,country_code,event_properties,is_test_event,source_system
3e16c128-765e-4a2b-9aa6-ad761fd6161a,create_deal,user_58,account_84,deal_746,55:32.0,55:32.0,01/01/2026,web,mobile,1.1,DK,"{""feature_name"": ""dashboard"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_2"", ""stage_id"": ""stage_4""}",FALSE,automation
2c49dc72-462a-48dc-8ec5-936a0d1b4a9e,invite_user,user_58,account_84,,20:33.0,20:33.0,01/01/2026,web,desktop,2.1,NO,"{""feature_name"": ""dashboard"", ""source"": ""automation""}",FALSE,backend
3db228b9-99cc-4f81-896d-3ce41566eb62,log_activity,user_58,account_84,deal_749,22:16.0,22:16.0,01/01/2026,web,desktop,2,NO,"{""feature_name"": ""pipeline"", ""source"": ""api""}",FALSE,automation
ad192615-9046-49d2-81ef-165c9b0b6f96,create_deal,user_58,account_84,deal_521,23:26.0,23:26.0,01/01/2026,mobile,desktop,1.1,NL,"{""feature_name"": ""pipeline"", ""source"": ""api"", ""pipeline_id"": ""pipeline_2"", ""stage_id"": ""stage_4""}",FALSE,automation
3fa0635d-86ab-48ac-b065-2c873c84b28a,move_deal_stage,user_58,account_84,deal_268,26:09.0,26:09.0,01/01/2026,mobile,mobile,2,FR,"{""feature_name"": ""pipeline"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_8"", ""stage_id"": ""stage_5""}",FALSE,frontend
b5cfb01d-25a4-458f-8f79-b6843bd296e7,log_activity,user_58,account_84,deal_519,26:57.0,26:57.0,01/01/2026,mobile,desktop,2.1,FR,"{""feature_name"": ""automation"", ""source"": ""api""}",FALSE,automation
25b885b7-1f5a-48fb-8817-0930396abad8,create_deal,user_13,account_2,deal_110,39:37.0,39:37.0,01/01/2026,mobile,mobile,2,FR,"{""feature_name"": ""pipeline"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_7"", ""stage_id"": ""stage_3""}",FALSE,backend
4a4df454-b724-45a7-87df-8a8a3460dda7,enable_automation,user_13,account_2,,40:40.0,40:40.0,01/01/2026,web,desktop,1.1,NL,"{""feature_name"": ""pipeline"", ""source"": ""automation"", ""automation_type"": ""follow_up""}",FALSE,frontend
f11f395b-bb97-49ee-846b-ebddf75a06e0,move_deal_stage,user_13,account_2,deal_41,42:28.0,42:28.0,01/01/2026,mobile,desktop,1.1,FR,"{""feature_name"": ""deal"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_7"", ""stage_id"": ""stage_1""}",FALSE,backend
19cfbe5f-1460-4370-83b2-61d9567de149,login,user_13,account_2,,44:43.0,44:43.0,01/01/2026,mobile,desktop,1.1,FR,"{""feature_name"": ""dashboard"", ""source"": ""automation""}",FALSE,frontend
bb4f81e3-f20f-4e2f-b11f-b20950df3baa,create_deal,user_13,account_2,deal_198,46:10.0,46:10.0,01/01/2026,mobile,mobile,1,NO,"{""feature_name"": ""automation"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_5"", ""stage_id"": ""stage_1""}",FALSE,backend
2535b199-e533-4382-9089-37f02f994464,create_deal,user_13,,deal_591,49:40.0,49:40.0,01/01/2026,web,mobile,2.1,NO,"{""feature_name"": ""automation"", ""source"": ""api"", ""pipeline_id"": ""pipeline_6"", ""stage_id"": ""stage_6""}",FALSE,automation
b22223f7-d8c6-4c0e-bb7a-0ea1dfa38538,log_activity,user_13,account_2,deal_683,51:26.0,51:26.0,01/01/2026,mobile,desktop,2,DE,"{""feature_name"": ""pipeline"", ""source"": ""automation""}",FALSE,backend
e879e3bb-7511-46f8-bfdd-26a7df119bd6,enable_automation,user_13,account_2,,54:24.0,54:24.0,01/01/2026,web,desktop,2,NL,"{""feature_name"": ""automation"", ""source"": ""ui"", ""automation_type"": ""follow_up""}",FALSE,frontend
feb0fe26-3b3f-4d5f-972d-94b5e00103aa,create_deal,user_13,account_2,deal_48,55:44.0,55:44.0,01/01/2026,web,mobile,2.1,DE,"{""feature_name"": ""deal"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_1"", ""stage_id"": ""stage_1""}",FALSE,frontend
5c8a21dc-f6ee-4da0-93fc-acbf1eac8dda,login,user_13,account_2,,56:59.0,56:59.0,01/01/2026,mobile,mobile,2.1,NL,"{""feature_name"": ""dashboard"", ""source"": ""api""}",FALSE,frontend
c4012238-d924-490c-9459-709206ecc1ec,log_activity,user_13,account_2,deal_770,59:30.0,59:30.0,01/01/2026,web,mobile,2.1,NO,"{""feature_name"": ""automation"", ""source"": ""ui""}",FALSE,backend
dcce7008-cbbe-4591-a779-6ebd5195b700,create_deal,user_13,account_2,deal_155,02:18.0,02:18.0,01/01/2026,mobile,mobile,2.1,NO,"{""feature_name"": ""deal"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_7"", ""stage_id"": ""stage_5""}",FALSE,frontend
0f22df68-8c94-490b-af4e-c5126b29f30c,move_deal_stage,user_13,account_2,deal_7,05:15.0,05:15.0,01/01/2026,web,mobile,1.1,DK,"{""feature_name"": ""dashboard"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_1"", ""stage_id"": ""stage_4""}",FALSE,automation
9fcd1188-fb04-498e-bafd-eac61f8879b7,enable_automation,user_13,account_2,,07:28.0,07:28.0,01/01/2026,web,desktop,2.1,SE,"{""feature_name"": ""dashboard"", ""source"": ""ui"", ""automation_type"": ""lead_assignment""}",FALSE,backend
130667da-0eb2-4576-b19d-5220b3aaab2e,enable_automation,user_380,account_28,,10:41.0,10:41.0,01/01/2026,mobile,desktop,1,FR,"{""feature_name"": ""pipeline"", ""source"": ""ui"", ""automation_type"": ""follow_up""}",FALSE,frontend
adbeacc0-3c75-4e0d-a7ba-681b76336e8b,move_deal_stage,user_380,account_28,deal_485,11:50.0,11:50.0,01/01/2026,web,desktop,1.1,DK,"{""feature_name"": ""pipeline"", ""source"": ""api"", ""pipeline_id"": ""pipeline_1"", ""stage_id"": ""stage_3""}",FALSE,backend
8471f705-2b1f-4fd7-a676-10103e1c5ed3,invite_user,user_380,account_28,,14:01.0,14:01.0,01/01/2026,mobile,desktop,1,DK,"{""feature_name"": ""dashboard"", ""source"": ""api""}",FALSE,automation
65f74ddc-9b72-4c43-9d6c-8a4dbb167f5f,create_deal,user_380,account_28,deal_431,15:58.0,15:58.0,01/01/2026,web,mobile,1.1,UK,"{""feature_name"": ""automation"", ""source"": ""api"", ""pipeline_id"": ""pipeline_8"", ""stage_id"": ""stage_4""}",FALSE,automation
55168d3b-8c10-475d-9867-e565669fe86e,move_deal_stage,user_380,account_28,deal_252,17:36.0,17:36.0,01/01/2026,mobile,mobile,1,DE,"{""feature_name"": ""automation"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_8"", ""stage_id"": ""stage_2""}",FALSE,backend
e5f51bec-4d63-457d-906e-dafee37e76ea,move_deal_stage,user_380,account_28,deal_611,19:33.0,19:33.0,01/01/2026,mobile,mobile,1.1,UK,"{""feature_name"": ""dashboard"", ""source"": ""api"", ""pipeline_id"": ""pipeline_8"", ""stage_id"": ""stage_4""}",FALSE,frontend
5bee5c74-b098-41e1-bb14-22de8c58b20e,move_deal_stage,user_380,account_28,deal_709,21:18.0,21:18.0,01/01/2026,mobile,mobile,2,UK,"{""feature_name"": ""dashboard"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_5"", ""stage_id"": ""stage_3""}",FALSE,automation
ee6b089e-736f-4088-bab3-13bef23465b2,move_deal_stage,user_162,account_77,deal_310,26:28.0,26:28.0,,mobile,desktop,2.1,NO,"{""feature_name"": ""pipeline"", ""source"": ""api"", ""pipeline_id"": ""pipeline_5"", ""stage_id"": ""stage_4""}",FALSE,backend
caa10f20-f0a9-4c79-9468-c5eba1b5a46b,invite_user,user_162,account_77,,27:45.0,27:45.0,01/02/2026,web,desktop,1.1,SE,"{""feature_name"": ""automation"", ""source"": ""ui""}",FALSE,frontend
b3c922bb-53dd-4b58-bd7e-07fff234fd15,enable_automation,user_162,account_77,,30:37.0,30:37.0,01/02/2026,mobile,mobile,2.1,DK,"{""feature_name"": ""pipeline"", ""source"": ""api"", ""automation_type"": ""lead_assignment""}",FALSE,frontend
ffa72e74-d4b1-41a0-8b2e-3757dda15796,move_deal_stage,user_162,account_77,deal_84,32:01.0,32:01.0,01/02/2026,mobile,mobile,1,SE,"{""feature_name"": ""automation"", ""source"": ""api"", ""pipeline_id"": ""pipeline_5"", ""stage_id"": ""stage_6""}",FALSE,frontend
3a8cc9f0-4c05-42a1-99db-6823a0255bdc,view_dashboard,user_162,account_77,,33:30.0,33:30.0,01/02/2026,web,mobile,1.1,NO,"{""feature_name"": ""pipeline"", ""source"": ""ui""}",FALSE,automation
6458d7fa-64db-4822-b871-e51a5867f86b,view_dashboard,user_162,account_77,,36:25.0,36:25.0,01/02/2026,mobile,mobile,1,NL,"{""feature_name"": ""pipeline"", ""source"": ""automation""}",FALSE,automation
e6590ebe-4699-4eab-988e-920b0ba3fec4,create_deal,user_162,account_77,deal_235,37:59.0,37:59.0,01/02/2026,web,desktop,2.1,NL,"{""feature_name"": ""dashboard"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_3"", ""stage_id"": ""stage_5""}",FALSE,backend
d56f16c8-dd44-49e9-8805-0c3f128ce93e,move_deal_stage,user_162,account_77,deal_687,08:14.0,08:14.0,01/02/2026,mobile,desktop,2.1,NO,"{""feature_name"": ""automation"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_6"", ""stage_id"": ""stage_1""}",FALSE,backend
d4abbc90-971b-4ce9-bca3-ae7aba2f87b9,user_login,user_162,account_77,,10:55.0,10:55.0,01/02/2026,mobile,desktop,1.1,DK,"{""feature_name"": ""deal"", ""source"": ""automation""}",FALSE,automation
42edec65-4058-4f20-afb0-5f8737c1e227,create_deal,user_162,account_77,deal_646,13:29.0,13:29.0,,mobile,desktop,1.1,FR,"{""feature_name"": ""pipeline"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_2"", ""stage_id"": ""stage_6""}",FALSE,backend
f00e2ce9-bd53-4d7f-96f3-3eba496c60d9,log_activity,user_162,account_77,deal_280,15:13.0,15:13.0,01/02/2026,mobile,desktop,1.1,FR,"{""feature_name"": ""pipeline"", ""source"": ""automation""}",FALSE,backend
087d1456-7755-48de-8e2c-d48bf9a48219,invite_user,,account_77,,17:10.0,17:10.0,01/02/2026,mobile,desktop,2.1,NL,"{""feature_name"": ""dashboard"", ""source"": ""automation""}",FALSE,automation
3498a099-5764-4208-92e2-3b9d070e0bf2,log_activity,user_162,account_77,deal_330,19:16.0,19:16.0,01/02/2026,mobile,desktop,2,UK,"{""feature_name"": ""dashboard"", ""source"": ""api""}",FALSE,backend
c08e9692-38ba-4e92-a037-793b89bde641,invite_user,user_162,account_77,,21:24.0,21:24.0,01/02/2026,web,mobile,1,NL,"{""feature_name"": ""dashboard"", ""source"": ""ui""}",FALSE,backend
b01ccefa-1c2a-44c4-9d36-f868a41b4821,create_deal,user_162,account_77,deal_272,22:33.0,22:33.0,01/02/2026,mobile,mobile,2.1,FR,"{""feature_name"": ""pipeline"", ""source"": ""api"", ""pipeline_id"": ""pipeline_2"", ""stage_id"": ""stage_2""}",FALSE,backend
2a372ec9-dd4e-4a71-a4e6-1447d11a05c2,create_deal,user_62,account_30,deal_307,50:23.0,50:23.0,01/02/2026,web,desktop,2.1,NL,"{""feature_name"": ""deal"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_3"", ""stage_id"": ""stage_1""}",FALSE,backend
64120fe5-8689-4e9a-b147-ce1e45f777f3,log_activity,user_62,account_30,deal_598,51:54.0,51:54.0,01/02/2026,mobile,mobile,1.1,NO,"{""feature_name"": ""dashboard"", ""source"": ""automation""}",FALSE,backend
ca177a78-e256-421d-af6a-50017911c4ae,enable_automation,user_62,account_30,,54:12.0,54:12.0,01/02/2026,web,mobile,2,NL,"{""feature_name"": ""automation"", ""source"": ""api"", ""automation_type"": ""reminder""}",FALSE,automation
1f08ec7b-2789-48c8-871a-882fdefe442f,move_deal_stage,user_62,account_30,deal_580,56:23.0,56:23.0,01/02/2026,web,mobile,1.1,UK,"{""feature_name"": ""deal"", ""source"": ""api"", ""pipeline_id"": ""pipeline_5"", ""stage_id"": ""stage_6""}",FALSE,automation
57562f84-50ed-41a6-9928-8ea87f61b8d7,enable_automation,user_381,account_88,,27:49.0,27:49.0,01/02/2026,mobile,desktop,1.1,SE,"{""feature_name"": ""automation"", ""source"": ""api"", ""automation_type"": ""reminder""}",FALSE,backend
402ded7f-0806-469f-b666-c3f1b678b67f,invite_user,user_381,account_88,,30:22.0,30:22.0,01/02/2026,web,desktop,2.1,FR,"{""feature_name"": ""automation"", ""source"": ""ui""}",FALSE,frontend
6cd6f0db-de0f-437b-8b12-ba98068a4276,log_activity,user_381,account_88,deal_466,31:59.0,31:59.0,01/02/2026,mobile,desktop,1.1,DE,"{""feature_name"": ""pipeline"", ""source"": ""api""}",FALSE,automation
a682919f-002d-4101-9caf-581e478eeb3f,enable_automation,user_275,account_42,,07:47.0,07:47.0,01/02/2026,web,desktop,1.1,DE,"{""feature_name"": ""dashboard"", ""source"": ""automation"", ""automation_type"": ""sync""}",FALSE,automation
d78dbb8f-807c-49f1-8a3c-242a4e3440c9,view_dashboard,user_275,account_42,,08:56.0,08:56.0,01/02/2026,web,mobile,2.1,SE,"{""feature_name"": ""automation"", ""source"": ""ui""}",FALSE,backend
,enable_automation,user_331,account_71,,01:54.0,01:54.0,01/03/2026,mobile,desktop,1,UK,"{""feature_name"": ""pipeline"", ""source"": ""ui"", ""automation_type"": ""lead_assignment""}",FALSE,frontend
55e3da03-c44a-48f0-a214-b680496d76ae,move_deal_stage,user_331,account_71,deal_179,04:54.0,04:54.0,01/03/2026,mobile,mobile,2,NL,"{""feature_name"": ""pipeline"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_4"", ""stage_id"": ""stage_5""}",FALSE,automation
87584f7c-d193-49a6-80d4-9969daba678e,move_deal_stage,user_331,account_71,deal_659,07:37.0,07:37.0,01/03/2026,mobile,mobile,1,NO,"{""feature_name"": ""automation"", ""source"": ""api"", ""pipeline_id"": ""pipeline_3"", ""stage_id"": ""stage_1""}",FALSE,automation
dc89dc9c-c20c-487c-a843-1778d0924d50,log_activity,user_331,account_71,deal_333,10:36.0,10:36.0,01/03/2026,web,desktop,1.1,DE,"{""feature_name"": ""dashboard"", ""source"": ""ui""}",FALSE,backend
02c2312c-00b6-443a-99a4-848263d11d75,log_activity,user_331,account_71,deal_98,12:48.0,12:48.0,01/03/2026,mobile,desktop,1,FR,"{""feature_name"": ""pipeline"", ""source"": ""ui""}",FALSE,automation
ff55b38c-8233-4df1-8864-6468f0aef48b,login,user_331,account_71,,14:53.0,14:53.0,01/03/2026,mobile,desktop,2,NL,"{""feature_name"": ""automation"", ""source"": ""automation""}",FALSE,automation
42488769-43b5-4fad-a4e0-87997614a61e,move_deal_stage,user_184,account_28,deal_570,24:57.0,24:57.0,01/03/2026,web,mobile,1,SE,"{""feature_name"": ""automation"", ""source"": ""api"", ""pipeline_id"": ""pipeline_5"", ""stage_id"": ""stage_3""}",FALSE,frontend
05e08a77-0300-4bba-9b04-27b9dd34dc65,log_activity,user_184,account_28,deal_411,26:03.0,26:03.0,01/03/2026,web,mobile,2.1,DE,"{""feature_name"": ""automation"", ""source"": ""ui""}",FALSE,automation
142f80ee-6fb8-44e3-91cb-8aba8a321f1f,enable_automation,user_184,account_28,,27:56.0,27:56.0,01/03/2026,web,desktop,2,DE,"{""feature_name"": ""dashboard"", ""source"": ""automation"", ""automation_type"": ""sync""}",FALSE,frontend
820bf07d-a40c-4aff-8954-88e25666664e,create_deal,user_184,account_28,deal_441,30:37.0,30:37.0,01/03/2026,web,desktop,2.1,NL,"{""feature_name"": ""pipeline"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_4"", ""stage_id"": ""stage_3""}",FALSE,frontend
9831f230-a83e-436c-bb21-f48cfec6b6c4,move_deal_stage,user_184,account_28,deal_123,32:12.0,32:12.0,01/03/2026,web,mobile,1,DE,"{""feature_name"": ""pipeline"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_1"", ""stage_id"": ""stage_4""}",FALSE,backend
b7c77373-a224-49b4-b34e-fb344120c703,log_activity,user_184,account_28,deal_415,35:09.0,35:09.0,01/03/2026,mobile,mobile,1,DE,"{""feature_name"": ""pipeline"", ""source"": ""ui""}",FALSE,backend
c20df802-77d3-4b89-98a9-06b84fc15f38,move_deal_stage,user_32,account_68,deal_173,31:26.0,31:26.0,01/03/2026,mobile,mobile,1.1,SE,"{""feature_name"": ""pipeline"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_5"", ""stage_id"": ""stage_2""}",FALSE,frontend
c9419901-b457-44fd-ab5f-21ffb5d1ce95,create_deal,user_32,account_68,deal_792,32:15.0,32:15.0,01/03/2026,mobile,mobile,1.1,DE,"{""feature_name"": ""pipeline"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_8"", ""stage_id"": ""stage_6""}",FALSE,backend
cac61959-d9cb-4330-a310-67c5acd5f63b,move_deal_stage,user_32,account_68,deal_76,32:59.0,32:59.0,01/03/2026,web,mobile,2.1,NL,"{""feature_name"": ""pipeline"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_4"", ""stage_id"": ""stage_3""}",FALSE,automation
dbdc8654-684e-4abd-b944-4d1911844431,invite_user,user_32,account_68,,34:07.0,34:07.0,01/03/2026,web,desktop,1.1,UK,"{""feature_name"": ""dashboard"", ""source"": ""automation""}",FALSE,automation
cc3780c5-2c50-43bf-89fc-ef0dd8c920a6,move_deal_stage,user_32,account_68,deal_290,35:17.0,35:17.0,01/03/2026,mobile,desktop,2,NO,"{""feature_name"": ""dashboard"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_5"", ""stage_id"": ""stage_6""}",FALSE,automation
3aee396a-fd15-4d38-9f68-05ab96bd0eb3,move_deal_stage,user_32,account_68,deal_597,36:25.0,36:25.0,01/03/2026,web,desktop,2,NL,"{""feature_name"": ""dashboard"", ""source"": ""api"", ""pipeline_id"": ""pipeline_6"", ""stage_id"": ""stage_2""}",FALSE,automation
30910f06-5ae0-4a48-906a-8b520855c984,create_deal,,account_68,deal_687,39:09.0,39:09.0,01/03/2026,mobile,mobile,1.1,SE,"{""feature_name"": ""deal"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_2"", ""stage_id"": ""stage_3""}",FALSE,frontend
fd90c84c-fadb-4faa-af23-f588e0d02f42,enable_automation,user_32,account_68,,41:48.0,41:48.0,01/03/2026,mobile,desktop,1.1,SE,"{""feature_name"": ""deal"", ""source"": ""api"", ""automation_type"": ""sync""}",FALSE,backend
1c762b97-2334-4d03-a062-fb9653c787f4,move_deal_stage,user_204,account_87,deal_245,11:24.0,11:24.0,01/03/2026,mobile,mobile,2,FR,"{""feature_name"": ""dashboard"", ""source"": ""api"", ""pipeline_id"": ""pipeline_7"", ""stage_id"": ""stage_2""}",FALSE,automation
bbed3bed-adf0-4a65-962f-a796405aa6c0,ViewDashboard,user_204,account_87,,12:29.0,12:29.0,01/03/2026,mobile,desktop,1.1,DK,"{""feature_name"": ""dashboard"", ""source"": ""api""}",FALSE,backend
a2f8ef3b-71f5-4f23-8139-b50ee761db16,invite_user,user_204,account_87,,13:22.0,13:22.0,01/03/2026,mobile,mobile,1.1,DE,"{""feature_name"": ""pipeline"", ""source"": ""automation""}",FALSE,backend
0f19849e-faee-4b8b-96a8-bc6012fb1d03,login,user_204,account_87,,14:17.0,14:17.0,01/03/2026,web,mobile,2.1,NL,"{""feature_name"": ""pipeline"", ""source"": ""ui""}",TRUE,frontend
2d5406be-fad8-4c61-9eb0-13d54a4c213f,log_activity,user_204,account_87,deal_745,15:25.0,15:25.0,01/03/2026,web,desktop,2.1,UK,"{""feature_name"": ""dashboard"", ""source"": ""ui""}",FALSE,backend
aa29e0d8-5325-406c-ad62-c917a939ba45,create_deal,user_204,account_87,deal_528,18:12.0,18:12.0,01/03/2026,web,mobile,1.1,UK,"{""feature_name"": ""pipeline"", ""source"": ""api"", ""pipeline_id"": ""pipeline_6"", ""stage_id"": ""stage_1""}",FALSE,automation
71df9d0f-f0c4-425a-8a58-0da94e8f66ec,enable_automation,user_204,account_87,,20:51.0,20:51.0,01/03/2026,mobile,mobile,1,DK,"{""feature_name"": ""pipeline"", ""source"": ""automation"", ""automation_type"": ""follow_up""}",FALSE,automation
03fc5d93-f17a-47fa-9f57-9aded773bba4,move_deal_stage,user_142,account_14,deal_659,35:49.0,35:49.0,01/03/2026,web,desktop,1,UK,"{""feature_name"": ""dashboard"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_5"", ""stage_id"": ""stage_2""}",FALSE,frontend
43e986a0-39aa-4fbc-bde5-97a97850480b,move_deal_stage,user_142,account_14,deal_318,36:29.0,36:29.0,,web,mobile,2,FR,"{""feature_name"": ""pipeline"", ""source"": ""api"", ""pipeline_id"": ""pipeline_6"", ""stage_id"": ""stage_3""}",FALSE,backend
b328ce4b-8a27-4126-aaa5-076076962ca3,view_dashboard,user_142,account_14,,38:50.0,38:50.0,01/03/2026,mobile,desktop,2.1,NO,"{""feature_name"": ""dashboard"", ""source"": ""api""}",FALSE,frontend
a1941732-cfb0-4faa-967c-bb3aff427bd2,move_deal_stage,user_142,account_14,deal_303,01:50.0,01:50.0,01/03/2026,mobile,desktop,2,NL,"{""feature_name"": ""dashboard"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_1"", ""stage_id"": ""stage_1""}",FALSE,backend
be2ff146-10d9-40b0-9b9c-dab3a6a09f2b,log_activity,user_142,account_14,deal_768,03:53.0,03:53.0,01/03/2026,web,desktop,1,SE,"{""feature_name"": ""automation"", ""source"": ""automation""}",FALSE,automation
17349e56-57dc-4fef-845f-92dd16e9b519,enable_automation,user_142,account_14,,04:31.0,04:31.0,01/03/2026,mobile,mobile,2,UK,"{""feature_name"": ""automation"", ""source"": ""ui"", ""automation_type"": ""lead_assignment""}",FALSE,frontend
fb704817-99bb-4dc6-87da-a355273d320d,log_activity,user_142,account_14,deal_576,07:08.0,07:08.0,01/03/2026,mobile,mobile,1.1,NO,"{""feature_name"": ""deal"", ""source"": ""ui""}",FALSE,automation
a79f048d-d62b-48b5-8e0e-ac8cce4df445,log_activity,user_98,account_57,deal_298,16:46.0,16:46.0,01/03/2026,mobile,desktop,1,SE,"{""feature_name"": ""deal"", ""source"": ""ui""}",FALSE,frontend
5febc626-fe44-4c3d-abe1-9b47ed929418,enable_automation,user_284,account_10,,51:29.0,51:29.0,01/04/2026,web,mobile,1,FR,"{""feature_name"": ""pipeline"", ""source"": ""api"", ""automation_type"": ""follow_up""}",FALSE,frontend
a5b75008-ceea-4e32-82fa-95a074ca3f5b,invite_user,user_284,account_10,,53:21.0,53:21.0,01/04/2026,mobile,desktop,2,SE,"{""feature_name"": ""automation"", ""source"": ""api""}",FALSE,automation
ab7e9f29-6ab0-47e0-a01f-3ad189fb411d,log_activity,user_284,account_10,deal_595,54:34.0,54:34.0,01/04/2026,web,desktop,1,NO,"{""feature_name"": ""automation"", ""source"": ""api""}",FALSE,automation
0d54b06f-e197-4260-9189-5e0a7a5103ed,enable_automation,user_284,account_10,,56:50.0,56:50.0,01/04/2026,mobile,desktop,2.1,DK,"{""feature_name"": ""dashboard"", ""source"": ""ui"", ""automation_type"": ""lead_assignment""}",FALSE,backend
aa4796cf-80c4-4c4a-9a15-4945b995b785,login,user_294,account_60,,37:50.0,37:50.0,01/04/2026,mobile,desktop,2.1,NO,"{""feature_name"": ""automation"", ""source"": ""automation""}",FALSE,frontend
74bbf9b3-0a80-4852-a247-39f5204b6296,move_deal_stage,user_294,account_60,deal_394,38:32.0,38:32.0,01/04/2026,mobile,desktop,1.1,DE,"{""feature_name"": ""dashboard"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_5"", ""stage_id"": ""stage_4""}",FALSE,backend
af405582-f4b2-4d14-bbff-5b2bad736425,log_activity,user_294,account_60,deal_247,41:11.0,41:11.0,01/04/2026,mobile,mobile,1,FR,"{""feature_name"": ""pipeline"", ""source"": ""automation""}",FALSE,backend
d1bc334e-256e-4076-a98f-684fa6f87798,enable_automation,user_294,account_60,,43:14.0,43:14.0,01/04/2026,mobile,desktop,2.1,NL,"{""feature_name"": ""dashboard"", ""source"": ""api"", ""automation_type"": ""reminder""}",FALSE,automation
d7244ba7-7e3d-47a9-ad31-584ce677e1a7,create_deal,user_294,account_60,deal_100,44:14.0,44:14.0,01/04/2026,web,desktop,2.1,NL,"{""feature_name"": ""pipeline"", ""source"": ""ui"", ""pipeline_id"": ""pipeline_1"", ""stage_id"": ""stage_2""}",FALSE,backend
0eff38f9-aff3-4523-a20d-2cff382c79ff,move_deal_stage,user_189,account_67,deal_628,06:05.0,06:05.0,01/04/2026,mobile,mobile,2,DE,"{""feature_name"": ""pipeline"", ""source"": ""automation"", ""pipeline_id"": ""pipeline_6"", ""stage_id"": ""stage_6""}",FALSE,backend
