event_date,event_name,has_deal_category,account_id,event_count,unique_users
NULL,invite_user,OTHER,account_22,2,2
NULL,invite_user,OTHER,account_23,1,1
NULL,invite_user,OTHER,account_24,4,4
NULL,invite_user,OTHER,account_25,3,3
NULL,invite_user,OTHER,account_26,3,3
NULL,invite_user,OTHER,account_27,5,5
NULL,invite_user,OTHER,account_28,7,6
NULL,invite_user,OTHER,account_29,2,2
NULL,invite_user,OTHER,account_3,1,1
NULL,invite_user,OTHER,account_30,2,2
NULL,invite_user,OTHER,account_31,1,1
NULL,invite_user,OTHER,account_32,1,1
NULL,invite_user,OTHER,account_33,2,2
NULL,invite_user,OTHER,account_34,6,6
NULL,invite_user,OTHER,account_36,2,2
NULL,invite_user,OTHER,account_37,3,3
NULL,invite_user,OTHER,account_38,1,1
NULL,invite_user,OTHER,account_39,1,1
NULL,invite_user,OTHER,account_4,4,4
NULL,invite_user,OTHER,account_40,3,3
NULL,invite_user,OTHER,account_41,5,5
NULL,invite_user,OTHER,account_42,2,2
NULL,invite_user,OTHER,account_43,5,4
NULL,invite_user,OTHER,account_44,2,2
NULL,invite_user,OTHER,account_45,2,2
NULL,invite_user,OTHER,account_46,2,2
NULL,invite_user,OTHER,account_47,2,2
NULL,invite_user,OTHER,account_48,8,6
NULL,invite_user,OTHER,account_49,1,1
NULL,invite_user,OTHER,account_5,4,4
NULL,invite_user,OTHER,account_50,5,4
NULL,invite_user,OTHER,account_51,1,1
NULL,invite_user,OTHER,account_52,2,2
NULL,invite_user,OTHER,account_53,2,2
NULL,invite_user,OTHER,account_54,3,3
NULL,invite_user,OTHER,account_55,2,2
NULL,invite_user,OTHER,account_56,1,1
NULL,invite_user,OTHER,account_57,3,3
NULL,invite_user,OTHER,account_59,3,2
NULL,invite_user,OTHER,account_6,2,2
NULL,invite_user,OTHER,account_60,4,4
NULL,invite_user,OTHER,account_61,1,1
NULL,invite_user,OTHER,account_62,3,3
NULL,invite_user,OTHER,account_63,4,4
NULL,invite_user,OTHER,account_65,2,2
NULL,invite_user,OTHER,account_66,2,2
NULL,invite_user,OTHER,account_67,4,4
NULL,invite_user,OTHER,account_68,5,5
NULL,invite_user,OTHER,account_69,2,2
NULL,invite_user,OTHER,account_7,2,2
NULL,invite_user,OTHER,account_70,1,1
NULL,invite_user,OTHER,account_71,4,3
NULL,invite_user,OTHER,account_72,1,1
NULL,invite_user,OTHER,account_73,6,6
NULL,invite_user,OTHER,account_75,3,3
NULL,invite_user,OTHER,account_76,3,2
NULL,invite_user,OTHER,account_77,2,2
NULL,invite_user,OTHER,account_79,4,4
NULL,invite_user,OTHER,account_8,6,5
NULL,invite_user,OTHER,account_80,1,1
NULL,invite_user,OTHER,account_81,3,3
NULL,invite_user,OTHER,account_82,6,5
NULL,invite_user,OTHER,account_83,1,1
NULL,invite_user,OTHER,account_84,8,7
NULL,invite_user,OTHER,account_85,8,8
NULL,invite_user,OTHER,account_86,1,1
NULL,invite_user,OTHER,account_87,6,6
NULL,invite_user,OTHER,account_88,4,3
NULL,invite_user,OTHER,account_89,6,6
NULL,invite_user,OTHER,account_9,1,1
NULL,invite_user,OTHER,account_90,4,3
NULL,invite_user,OTHER,account_91,7,7
NULL,invite_user,OTHER,account_92,5,4
NULL,invite_user,OTHER,account_94,3,3
NULL,invite_user,OTHER,account_95,6,5
NULL,invite_user,OTHER,account_96,4,4
NULL,invite_user,OTHER,account_97,3,3
NULL,invite_user,OTHER,account_98,4,2
NULL,invite_user,OTHER,account_99,4,3
NULL,log_activity,ACTIVITY,NULL,18,18
NULL,log_activity,ACTIVITY,account_1,7,7
NULL,log_activity,ACTIVITY,account_10,7,6
NULL,log_activity,ACTIVITY,account_100,5,5
NULL,log_activity,ACTIVITY,account_101,9,9
NULL,log_activity,ACTIVITY,account_102,6,5
NULL,log_activity,ACTIVITY,account_103,10,10
NULL,log_activity,ACTIVITY,account_104,2,2
NULL,log_activity,ACTIVITY,account_105,12,11
NULL,log_activity,ACTIVITY,account_106,12,11
NULL,log_activity,ACTIVITY,account_107,7,7
NULL,log_activity,ACTIVITY,account_108,5,5
NULL,log_activity,ACTIVITY,account_109,6,4
NULL,log_activity,ACTIVITY,account_11,8,6
NULL,log_activity,ACTIVITY,account_110,8,7
NULL,log_activity,ACTIVITY,account_111,12,8
NULL,log_activity,ACTIVITY,account_112,11,7
NULL,log_activity,ACTIVITY,account_113,11,10
NULL,log_activity,ACTIVITY,account_114,8,7
NULL,log_activity,ACTIVITY,account_115,6,5
NULL,log_activity,ACTIVITY,account_116,6,5
NULL,log_activity,ACTIVITY,account_117,4,4
NULL,log_activity,ACTIVITY,account_118,12,12
NULL,log_activity,ACTIVITY,account_119,6,6
NULL,log_activity,ACTIVITY,account_12,9,8
NULL,log_activity,ACTIVITY,account_120,10,8
NULL,log_activity,ACTIVITY,account_13,7,6
NULL,log_activity,ACTIVITY,account_14,8,8
NULL,log_activity,ACTIVITY,account_15,15,13
NULL,log_activity,ACTIVITY,account_16,19,16
NULL,log_activity,ACTIVITY,account_17,5,5
NULL,log_activity,ACTIVITY,account_18,6,6
NULL,log_activity,ACTIVITY,account_19,11,9
NULL,log_activity,ACTIVITY,account_2,10,8
NULL,log_activity,ACTIVITY,account_20,12,11
NULL,log_activity,ACTIVITY,account_21,8,7
NULL,log_activity,ACTIVITY,account_22,11,9
NULL,log_activity,ACTIVITY,account_23,7,7
NULL,log_activity,ACTIVITY,account_24,9,9
NULL,log_activity,ACTIVITY,account_25,9,8
NULL,log_activity,ACTIVITY,account_26,13,11
NULL,log_activity,ACTIVITY,account_27,3,3
NULL,log_activity,ACTIVITY,account_28,8,6
NULL,log_activity,ACTIVITY,account_29,14,13
NULL,log_activity,ACTIVITY,account_3,7,7
NULL,log_activity,ACTIVITY,account_30,7,6
NULL,log_activity,ACTIVITY,account_31,4,3
NULL,log_activity,ACTIVITY,account_32,7,7
NULL,log_activity,ACTIVITY,account_33,8,7
NULL,log_activity,ACTIVITY,account_34,8,7
NULL,log_activity,ACTIVITY,account_35,7,6
NULL,log_activity,ACTIVITY,account_36,11,11
NULL,log_activity,ACTIVITY,account_37,10,8
NULL,log_activity,ACTIVITY,account_38,3,3
NULL,log_activity,ACTIVITY,account_39,9,9
NULL,log_activity,ACTIVITY,account_4,10,8
NULL,log_activity,ACTIVITY,account_40,11,11
NULL,log_activity,ACTIVITY,account_41,5,5
NULL,log_activity,ACTIVITY,account_42,9,9
NULL,log_activity,ACTIVITY,account_43,4,4
NULL,log_activity,ACTIVITY,account_44,7,7
NULL,log_activity,ACTIVITY,account_45,9,8
NULL,log_activity,ACTIVITY,account_46,9,8
NULL,log_activity,ACTIVITY,account_47,7,6
NULL,log_activity,ACTIVITY,account_48,7,5
NULL,log_activity,ACTIVITY,account_49,7,6
NULL,log_activity,ACTIVITY,account_5,9,5
NULL,log_activity,ACTIVITY,account_50,6,6
NULL,log_activity,ACTIVITY,account_51,8,7
NULL,log_activity,ACTIVITY,account_52,6,6
NULL,log_activity,ACTIVITY,account_53,4,4
NULL,log_activity,ACTIVITY,account_54,11,9
NULL,log_activity,ACTIVITY,account_55,4,3
NULL,log_activity,ACTIVITY,account_56,5,5
NULL,log_activity,ACTIVITY,account_57,6,6
NULL,log_activity,ACTIVITY,account_58,3,3
NULL,log_activity,ACTIVITY,account_59,7,7
NULL,log_activity,ACTIVITY,account_6,6,6
NULL,log_activity,ACTIVITY,account_60,8,8
NULL,log_activity,ACTIVITY,account_62,8,8
NULL,log_activity,ACTIVITY,account_63,6,6
NULL,log_activity,ACTIVITY,account_64,13,12
NULL,log_activity,ACTIVITY,account_65,3,2
NULL,log_activity,ACTIVITY,account_66,4,3
NULL,log_activity,ACTIVITY,account_67,10,10
NULL,log_activity,ACTIVITY,account_68,7,5
NULL,log_activity,ACTIVITY,account_69,9,9
NULL,log_activity,ACTIVITY,account_7,11,9
NULL,log_activity,ACTIVITY,account_70,10,9
NULL,log_activity,ACTIVITY,account_71,7,7
NULL,log_activity,ACTIVITY,account_72,6,5
NULL,log_activity,ACTIVITY,account_73,6,6
NULL,log_activity,ACTIVITY,account_74,10,10
NULL,log_activity,ACTIVITY,account_75,14,11
NULL,log_activity,ACTIVITY,account_76,10,10
NULL,log_activity,ACTIVITY,account_77,9,9
NULL,log_activity,ACTIVITY,account_78,7,7
NULL,log_activity,ACTIVITY,account_79,10,9
NULL,log_activity,ACTIVITY,account_8,11,9
NULL,log_activity,ACTIVITY,account_80,8,6
NULL,log_activity,ACTIVITY,account_81,7,5
NULL,log_activity,ACTIVITY,account_82,8,8
NULL,log_activity,ACTIVITY,account_83,5,5
NULL,log_activity,ACTIVITY,account_84,8,8
NULL,log_activity,ACTIVITY,account_85,14,13
NULL,log_activity,ACTIVITY,account_86,6,5
NULL,log_activity,ACTIVITY,account_87,4,4
NULL,log_activity,ACTIVITY,account_88,6,6
NULL,log_activity,ACTIVITY,account_89,11,11
NULL,log_activity,ACTIVITY,account_9,8,7
NULL,log_activity,ACTIVITY,account_90,10,7
NULL,log_activity,ACTIVITY,account_91,5,5
NULL,log_activity,ACTIVITY,account_92,8,5
NULL,log_activity,ACTIVITY,account_93,9,8
NULL,log_activity,ACTIVITY,account_94,4,3
NULL,log_activity,ACTIVITY,account_95,5,5
NULL,log_activity,ACTIVITY,account_96,11,11
NULL,log_activity,ACTIVITY,account_97,9,9
NULL,log_activity,ACTIVITY,account_98,9,8
NULL,log_activity,ACTIVITY,account_99,11,10
NULL,login,AUTH,NULL,1,1
NULL,login,AUTH,account_1,1,1
NULL,login,AUTH,account_10,2,2
NULL,login,AUTH,account_100,3,3
NULL,login,AUTH,account_101,4,4
NULL,login,AUTH,account_102,1,1
NULL,login,AUTH,account_103,2,2
NULL,login,AUTH,account_104,3,3
NULL,login,AUTH,account_105,4,4
NULL,login,AUTH,account_106,2,2
NULL,login,AUTH,account_107,4,4
NULL,login,AUTH,account_108,1,1
NULL,login,AUTH,account_109,1,1
NULL,login,AUTH,account_11,1,1
NULL,login,AUTH,account_110,1,1
NULL,login,AUTH,account_111,3,3
NULL,login,AUTH,account_113,1,1
NULL,login,AUTH,account_114,6,6
NULL,login,AUTH,account_115,1,1
NULL,login,AUTH,account_116,3,3
NULL,login,AUTH,account_117,2,2
NULL,login,AUTH,account_118,2,2
NULL,login,AUTH,account_119,1,1
NULL,login,AUTH,account_12,3,2
NULL,login,AUTH,account_120,2,1
NULL,login,AUTH,account_13,3,3
NULL,login,AUTH,account_14,4,4
NULL,login,AUTH,account_15,2,2
NULL,login,AUTH,account_16,3,2
NULL,login,AUTH,account_17,1,1
NULL,Login,AUTH,account_18,2,2
NULL,login,AUTH,account_19,2,1
NULL,login,AUTH,account_20,5,5
NULL,login,AUTH,account_21,2,2
NULL,login,AUTH,account_22,2,2
NULL,login,AUTH,account_23,4,4
NULL,login,AUTH,account_24,5,5
NULL,login,AUTH,account_25,2,2
NULL,login,AUTH,account_27,2,2
NULL,login,AUTH,account_28,1,1
NULL,login,AUTH,account_29,6,5
NULL,login,AUTH,account_3,4,4
NULL,login,AUTH,account_30,5,5
NULL,login,AUTH,account_31,1,1
NULL,login,AUTH,account_33,8,7
NULL,login,AUTH,account_34,2,2
NULL,Login,AUTH,account_35,5,5
NULL,login,AUTH,account_36,4,4
NULL,login,AUTH,account_37,4,4
NULL,login,AUTH,account_38,1,1
NULL,login,AUTH,account_39,1,1
NULL,login,AUTH,account_4,3,2
NULL,login,AUTH,account_40,5,5
NULL,login,AUTH,account_41,3,3
NULL,login,AUTH,account_42,3,3
NULL,login,AUTH,account_43,4,3
NULL,login,AUTH,account_44,5,5
NULL,login,AUTH,account_45,2,2
NULL,login,AUTH,account_46,3,3
NULL,login,AUTH,account_47,2,2
NULL,login,AUTH,account_48,1,1
NULL,login,AUTH,account_49,3,3
NULL,login,AUTH,account_5,3,3
NULL,login,AUTH,account_50,1,1
NULL,login,AUTH,account_51,3,3
NULL,login,AUTH,account_52,2,2
NULL,login,AUTH,account_53,5,5
NULL,login,AUTH,account_54,1,1
NULL,login,AUTH,account_55,1,1
NULL,login,AUTH,account_56,1,1
NULL,login,AUTH,account_57,1,1
NULL,login,AUTH,account_58,2,2
NULL,login,AUTH,account_59,3,3
NULL,login,AUTH,account_6,3,3
NULL,login,AUTH,account_60,2,2
NULL,login,AUTH,account_62,6,5
NULL,Login,AUTH,account_63,2,2
NULL,login,AUTH,account_65,3,3
NULL,login,AUTH,account_66,2,2
NULL,login,AUTH,account_67,2,2
NULL,Login,AUTH,account_68,3,3
NULL,login,AUTH,account_69,4,4
NULL,login,AUTH,account_7,1,1
NULL,login,AUTH,account_70,5,5
NULL,login,AUTH,account_71,5,4
NULL,login,AUTH,account_72,3,3
NULL,login,AUTH,account_73,4,4
NULL,login,AUTH,account_74,3,3
NULL,login,AUTH,account_76,1,1
NULL,login,AUTH,account_77,5,5
NULL,login,AUTH,account_78,2,2
NULL,login,AUTH,account_79,4,3
NULL,login,AUTH,account_8,2,2
NULL,login,AUTH,account_80,1,1
NULL,login,AUTH,account_81,3,3
NULL,login,AUTH,account_82,7,7
NULL,login,AUTH,account_83,5,4
NULL,login,AUTH,account_84,2,2
NULL,login,AUTH,account_86,1,1
NULL,login,AUTH,account_87,1,1
NULL,login,AUTH,account_88,6,6
NULL,login,AUTH,account_89,1,1
NULL,login,AUTH,account_9,1,1
NULL,login,AUTH,account_90,1,1
NULL,login,AUTH,account_91,2,2
NULL,login,AUTH,account_92,6,6
NULL,login,AUTH,account_93,2,2
NULL,login,AUTH,account_94,4,4
NULL,login,AUTH,account_95,3,3
NULL,login,AUTH,account_96,1,1
NULL,login,AUTH,account_97,5,5
NULL,login,AUTH,account_98,2,2
NULL,login,AUTH,account_99,6,5
NULL,move_deal_stage,PIPELINE,NULL,8,8
NULL,move_deal_stage,PIPELINE,account_1,12,12
NULL,move_deal_stage,PIPELINE,account_10,6,6
NULL,move_deal_stage,PIPELINE,account_100,12,8
NULL,move_deal_stage,PIPELINE,account_101,9,8
NULL,move_deal_stage,PIPELINE,account_102,11,11
NULL,move_deal_stage,PIPELINE,account_103,12,11
NULL,move_deal_stage,PIPELINE,account_104,11,10
NULL,move_deal_stage,PIPELINE,account_105,3,3
NULL,move_deal_stage,PIPELINE,account_106,7,7
NULL,move_deal_stage,PIPELINE,account_107,7,7
NULL,move_deal_stage,PIPELINE,account_108,2,2
